level=info msg=mem.init budget_mb=24576 total_ram_mb=49152 source=ram_fraction
level=info msg=watcher.start interval_ms=multi-sec
{"level":"control","event":"diagnostics.start","snapshot":"/var/folders/sv/1jf3fdg17yq7y8t4hj9vf6240000gn/T//cbm-diagnostics-24503-1khXDH/snapshot.json","trajectory":"/var/folders/sv/1jf3fdg17yq7y8t4hj9vf6240000gn/T//cbm-diagnostics-24503-1khXDH/trajectory.ndjson","interval_s":"5"}
level=info msg=daemon.start version=dev pid=24503 cache_fingerprint=32f6484b39cd139d8d2070a6a0bae98930df1f4bef4a8648b92cebb63a95b5f9 memory_budget_bytes=25769803776 physical_job_limit=4 worker_memory_budget_bytes=6442450944
level=info msg=mcp.request protocol=jsonrpc method=initialize status=ok duration_ms=0
level=info msg=update.available current=dev latest=v0.9.0
level=info msg=index.supervisor.reap outcome=clean exit_code=0 signal=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=index_repository status=ok duration_ms=1340
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=search_graph status=ok duration_ms=2
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=query_graph status=ok duration_ms=1
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=trace_path status=ok duration_ms=1
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=get_code_snippet status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=search_code status=ok duration_ms=15
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=search_graph status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=query_graph status=ok duration_ms=1
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=trace_path status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=get_code_snippet status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=search_code status=ok duration_ms=11
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=search_graph status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=query_graph status=ok duration_ms=1
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=trace_path status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=get_code_snippet status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=search_code status=ok duration_ms=11
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=search_graph status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=query_graph status=ok duration_ms=1
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=trace_path status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=get_code_snippet status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=search_code status=ok duration_ms=12
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=search_graph status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=query_graph status=ok duration_ms=1
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=trace_path status=ok duration_ms=0
level=info msg=mcp.request protocol=jsonrpc method=tools/call tool=get_code_snippet status=ok duration_ms=0
